상가업소번호,brand,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,도로명주소,층정보,경도,위도,place_id,월간 검색량,블로그누적발행,encoded,brand_type,리뷰수,방문자_리뷰수,블로그_리뷰수,log_리뷰수,log_방문자_리뷰수,log_블로그_리뷰수
MA0101202406A0328758,역전할머니,역전할머니맥주서울석계역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11290,성북구,11290810,석관동,1129013900,석관동,1129013900101330045,133.0,45.0,서울특별시 성북구 석관동 133-45,112904121715,서울특별시 성북구 한천로76다길,서울특별시 성북구 한천로76다길 43,2.0,127.065011489573,37.6129480449361,1352004712,20.0,111.0,성북구 한천로76다길 역전할머니,경쟁사,94,103,15.0,4.553876891600541,4.6443908991413725,2.772588722239781
MA0101202406A0097386,역전할머니,역전할머니맥주,서울개봉푸르지오점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11530,구로구,11530740,개봉1동,1153010700,개봉동,1153010700104920000,492.0,,서울특별시 구로구 개봉동 492,115302000003,서울특별시 구로구 남부순환로,서울특별시 구로구 남부순환로 775,,126.847156211908,37.5015758799866,1092241695,20.0,95.0,구로구 남부순환로 역전할머니,경쟁사,28,21,9.0,3.367295829986474,3.091042453358316,2.302585092994046
MA0101202409A0045220,역전할머니,역전할머니맥주도봉보건소,사거리점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11320,도봉구,11320670,쌍문2동,1132010500,쌍문동,1132010500106510000,651.0,,서울특별시 도봉구 쌍문동 651,113203109003,서울특별시 도봉구 해등로,서울특별시 도봉구 해등로 157,1.0,127.038825827674,37.656783496951,1431663493,20.0,138.0,도봉구 해등로 역전할머니,경쟁사,45,52,8.0,3.828641396489095,3.970291913552122,2.1972245773362196
MA0101202406A0509884,역전할머니,역전할머니맥주서울,일원점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11680,강남구,11680730,일원1동,1168011400,일원동,1168011400106860008,686.0,8.0,서울특별시 강남구 일원동 686-8,116804166544,서울특별시 강남구 양재대로29길,서울특별시 강남구 양재대로29길 6,1.0,127.082419686478,37.489689649689,1570808476,20.0,67.0,강남구 양재대로29길 역전할머니,경쟁사,124,140,23.0,4.8283137373023015,4.948759890378168,3.1780538303479458
MA010120220811939746,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11590,동작구,11590510,노량진1동,1159010100,노량진동,1159010100101170024,117.0,24.0,서울특별시 동작구 노량진동 117-24,115903119002,서울특별시 동작구 만양로,서울특별시 동작구 만양로 104,1.0,126.94448613995,37.5127981352794,1182019957,20.0,76.0,동작구 만양로 역전할머니,경쟁사,10,679,105.0,2.3978952727983707,6.522092798170152,4.663439094112067
MA010120220812004633,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11545,금천구,11545640,독산4동,1154510200,독산동,1154510200102850015,285.0,15.0,서울특별시 금천구 독산동 285-15,115454151258,서울특별시 금천구 시흥대로122길,서울특별시 금천구 시흥대로122길 29,1.0,126.899945248687,37.4693672903998,1649791385,20.0,189.0,금천구 시흥대로122길 역전할머니,경쟁사,252,322,28.0,5.53338948872752,5.777652323222656,3.367295829986474
MA010120220807754416,역전할머니,역전할머니맥주을지로,3가역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11140,중구,11140605,을지로동,1114015500,을지로3가,1114015500103480007,348.0,7.0,서울특별시 중구 을지로3가 348-7,111403005006,서울특별시 중구 수표로,서울특별시 중구 수표로 52-1,1.0,126.990039359313,37.565852636888,1724520201,20.0,472.0,중구 수표로 역전할머니,경쟁사,580,750,94.0,6.364750756851911,6.621405651764134,4.553876891600541
MA0101202406A0047640,역전할머니,역전할머니맥주상일점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11740,강동구,11740525,상일1동,1174010300,상일동,1174010300102680005,268.0,5.0,서울특별시 강동구 상일동 268-5,117403124004,서울특별시 강동구 상일로,서울특별시 강동구 상일로 27,1.0,127.172835825757,37.5494815830188,1691525060,20.0,77.0,강동구 상일로 역전할머니,경쟁사,194,235,34.0,5.272999558563747,5.4638318050256105,3.5553480614894135
MA0101202406A0025786,역전할머니,역전할머니맥주,발산역점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11500,강서구,11500603,가양1동,1150010500,마곡동,1150010500107970010,797.0,10.0,서울특별시 강서구 마곡동 797-10,115004145565,서울특별시 강서구 마곡동로4길,서울특별시 강서구 마곡동로4길 15,1.0,126.835255294219,37.55981857238,1726119908,20.0,169.0,강서구 마곡동로4길 역전할머니,경쟁사,963,1032,92.0,6.871091294610546,6.940222469119639,4.532599493153256
MA0101202406A0014906,역전할머니,역전할머니맥주,건대점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1121510700100450082,45.0,82.0,서울특별시 광진구 화양동 45-82,112154112312,서울특별시 광진구 아차산로25길,서울특별시 광진구 아차산로25길 13,1.0,127.066658472293,37.5420298793459,1825323955,20.0,158.0,광진구 아차산로25길 역전할머니,경쟁사,346,457,147.0,5.849324779946859,6.126869184114185,4.997212273764115
MA0101202310A0026279,역전할머니,역전할머니맥주솔밭공원역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11320,도봉구,11320660,쌍문1동,1132010500,쌍문동,1132010500105070004,507.0,4.0,서울특별시 도봉구 쌍문동 507-4,113203005041,서울특별시 도봉구 삼양로,서울특별시 도봉구 삼양로 590,1.0,127.013406381974,37.6556628968219,1156965631,20.0,138.0,도봉구 삼양로 역전할머니,경쟁사,98,107,17.0,4.59511985013459,4.68213122712422,2.8903717578961645
MA0101202310A0045057,역전할머니,역전할머니맥주,길동점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11740,강동구,11740685,길동,1174010500,길동,1174010500104140006,414.0,6.0,서울특별시 강동구 길동 414-6,117404172387,서울특별시 강동구 천호대로177길,서울특별시 강동구 천호대로177길 55,,127.137969479751,37.5369585366919,1640205976,20.0,388.0,강동구 천호대로177길 역전할머니,경쟁사,203,327,90.0,5.318119993844216,5.793013608384144,4.51085950651685
MA0101202406A0546783,역전할머니,역전할머니맥주,교대점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11650,서초구,11650530,서초3동,1165010800,서초동,1165010800115710027,1571.0,27.0,서울특별시 서초구 서초동 1571-27,116504163238,서울특별시 서초구 반포대로28길,서울특별시 서초구 반포대로28길 73,2.0,127.012257584808,37.4918621605703,1954680855,20.0,312.0,서초구 반포대로28길 역전할머니,경쟁사,39,47,10.0,3.6888794541139363,3.871201010907891,2.3978952727983707
MA0101202406A0188505,역전할머니,역전할머니맥주,영등포점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010400,영등포동3가,1156010400100140001,14.0,1.0,서울특별시 영등포구 영등포동3가 14-1,115604154798,서울특별시 영등포구 영중로10길,서울특별시 영등포구 영중로10길 34,,126.908951676458,37.51852449156,1298381290,20.0,79.0,영등포구 영중로10길 역전할머니,경쟁사,390,467,111.0,5.968707559985366,6.148468295917647,4.718498871295094
MA0101202406A0468358,역전할머니,역전할머니맥주서울숭실대점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11590,동작구,11590530,상도1동,1159010200,상도동,1159010200105040001,504.0,1.0,서울특별시 동작구 상도동 504-1,115904157384,서울특별시 동작구 상도로61길,서울특별시 동작구 상도로61길 48,1.0,126.957379559247,37.4946572406965,2089691769,20.0,185.0,동작구 상도로61길 역전할머니,경쟁사,10,0,1.0,2.3978952727983707,0.0,0.6931471805599453
MA0101202406A0282039,역전할머니,역전할머니맥주,낙성대점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11620,관악구,11620575,행운동,1162010100,봉천동,1162010100116880127,1688.0,127.0,서울특별시 관악구 봉천동 1688-127,116202000003,서울특별시 관악구 남부순환로,서울특별시 관악구 남부순환로 1947,1.0,126.965405354896,37.4766306878807,1084106478,20.0,267.0,관악구 남부순환로 역전할머니,경쟁사,238,218,28.0,5.476463551931511,5.389071729816501,3.367295829986474
MA010120220810552168,역전할머니,역전할머니맥주,미성점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11620,관악구,11620765,미성동,1162010200,신림동,1162010200106080030,608.0,30.0,서울특별시 관악구 신림동 608-30,116204160166,서울특별시 관악구 난우길,서울특별시 관악구 난우길 20,1.0,126.918636765003,37.4747786895718,1099660574,20.0,327.0,관악구 난우길 역전할머니,경쟁사,10,465,113.0,2.3978952727983707,6.144185634125646,4.736198448394496
MA010120220812939901,역전할머니,역전할머니맥주,신촌점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100570020,57.0,20.0,서울특별시 서대문구 창천동 57-20,114104136244,서울특별시 서대문구 연세로7길,서울특별시 서대문구 연세로7길 25,1.0,126.935364947716,37.5574741162232,1512631131,20.0,203.0,서대문구 연세로7길 역전할머니,경쟁사,10,538,89.0,2.3978952727983707,6.289715570908998,4.499809670330265
MA010120220810369301,역전할머니,역전할머니맥주신당역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11140,중구,11140615,신당동,1114016400,무학동,1114016400100120001,12.0,1.0,서울특별시 중구 무학동 12-1,111404103062,서울특별시 중구 다산로39길,서울특별시 중구 다산로39길 1,1.0,127.015608398702,37.5640410229797,1502264501,20.0,6.0,중구 다산로39길 역전할머니,경쟁사,272,362,35.0,5.60947179518496,5.8944028342648505,3.58351893845611
MA010120220809675204,역전할머니,역전할머니맥주상계역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11350,노원구,11350624,중계4동,1135010600,중계동,1135010600101420039,142.0,39.0,서울특별시 노원구 중계동 142-39,113504130392,서울특별시 노원구 한글비석로20길,서울특별시 노원구 한글비석로20길 29,1.0,127.073960892974,37.6605147840827,1595356400,20.0,90.0,노원구 한글비석로20길 역전할머니,경쟁사,890,409,36.0,6.792344427470809,6.016157159698354,3.6109179126442243
MA010120220806790995,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11380,은평구,11380510,녹번동,1138010200,녹번동,1138010200101820000,182.0,,서울특별시 은평구 녹번동 182,113803000007,서울특별시 은평구 서오릉로,서울특별시 은평구 서오릉로 6,1.0,126.927138797833,37.6021225757513,1131531061,20.0,65.0,은평구 서오릉로 역전할머니,경쟁사,163,235,26.0,5.099866427824199,5.4638318050256105,3.295836866004329
MA010120220811708284,역전할머니,역전할머니맥주,왕십리점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11200,성동구,11200535,왕십리도선동,1120010400,도선동,1120010400102680000,268.0,,서울특별시 성동구 도선동 268,112004109248,서울특별시 성동구 무학로2길,서울특별시 성동구 무학로2길 30,1.0,127.032869023373,37.5633707420309,1166433305,20.0,49.0,성동구 무학로2길 역전할머니,경쟁사,363,433,150.0,5.8971538676367405,6.073044534100405,5.017279836814924
MA0101202306A0047235,역전할머니,역전할머니맥주,선릉점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11680,강남구,11680630,대치4동,1168010600,대치동,1168010600108960036,896.0,36.0,서울특별시 강남구 대치동 896-36,116804166495,서울특별시 강남구 선릉로86길,서울특별시 강남구 선릉로86길 42,2.0,127.05310968295,37.5039513741486,1365133624,20.0,316.0,강남구 선릉로86길 역전할머니,경쟁사,76,88,20.0,4.343805421853684,4.48863636973214,3.044522437723423
MA0101202305A0196442,역전할머니,역전할머니맥주홍대입구역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103310017,331.0,17.0,서울특별시 마포구 서교동 331-17,114403113015,서울특별시 마포구 어울마당로,서울특별시 마포구 어울마당로 140,2.0,126.925667105035,37.5560898832901,1520286568,20.0,255.0,마포구 어울마당로 역전할머니,경쟁사,434,525,47.0,6.075346031088684,6.26530121273771,3.871201010907891
MA0101202308A0081473,역전할머니,역전할머니맥주,아차산점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1121510100101150028,115.0,28.0,서울특별시 광진구 중곡동 115-28,112154112515,서울특별시 광진구 천호대로127길,서울특별시 광진구 천호대로127길 10,,127.089506495619,37.5535205228688,1242738933,20.0,159.0,광진구 천호대로127길 역전할머니,경쟁사,227,229,14.0,5.429345628954441,5.438079308923196,2.70805020110221
MA0101202308A0010454,역전할머니,역전할머니맥주서울신길사러가점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11560,영등포구,11560650,신길3동,1156013200,신길동,1156013200102320045,232.0,45.0,서울특별시 영등포구 신길동 232-45,115603118014,서울특별시 영등포구 신길로,서울특별시 영등포구 신길로 169,1.0,126.910741087332,37.5072182587976,1220021369,20.0,207.0,영등포구 신길로 역전할머니,경쟁사,71,73,23.0,4.276666119016055,4.30406509320417,3.1780538303479458
MA0101202306A0086685,역전할머니,역전할머니맥주종각역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11110,종로구,11110615,종로1.2.3.4가동,1111013500,관철동,1111013500100190001,19.0,1.0,서울특별시 종로구 관철동 19-1,111104100307,서울특별시 종로구 종로12길,서울특별시 종로구 종로12길 14,2.0,126.985590335336,37.569447150829,1373524926,20.0,83.0,종로구 종로12길 역전할머니,경쟁사,301,441,52.0,5.71042701737487,6.091309882077698,3.970291913552122
MA0101202306A0085559,역전할머니,역전할머니맥주한성대점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11290,성북구,11290555,삼선동,1129011200,삼선동2가,1129011200100810000,81.0,,서울특별시 성북구 삼선동2가 81,112903107005,서울특별시 성북구 삼선교로,서울특별시 성북구 삼선교로 34,1.0,127.00937483121,37.5879811062745,1299240760,20.0,24.0,성북구 삼선교로 역전할머니,경쟁사,172,258,23.0,5.153291594497779,5.556828061699537,3.1780538303479458
